id,name,ranking,delivery_des,price,description,similar_product_ids,small_number,medium_number,large_number,review_ids,image_src,images,discount
32,Essence Espresso Vanilla,4,From $9 for 3-6 days,200,"Essence Espresso Vanilla: Discover the essence of perfection with this vanilla-infused espresso, offering a smooth and aromatic coffee experience.","[""27"",""17"",""23"",""49"",""51"",""25""]",503,662,529,"[""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/08/Tem-hat-1-culi-robusta-3kg-1-1536x1526.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",5
49,Enigma Eggnog Explosion,2,From $11 for 2-5 days,450,"Enigma Eggnog Explosion: Unravel the mysteries of the holidays with this eggnog-infused delight, offering a festive and creamy coffee experience.","[""19"",""44"",""47"",""27"",""17"",""23"",""33"",""14"",""54""]",892,481,853,"[""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35"",""58""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",20
48,Ethereal Espresso Almond Bliss,5,From $10 for 1-4 days,300,"Ethereal Espresso Almond Bliss: Elevate your senses with this ethereal elixir, where almond essence meets smooth espresso in perfect harmony.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",774,967,735,"[""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/G7-2in1-Hop-15-goi-1-1320x800.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",15
41,Secret Symphony Cinnamon Roll,3,From $8 for 1-4 days,400,"Secret Symphony Cinnamon Roll: Unlock the symphony of flavors in this cinnamon-infused delight, offering a sweet and indulgent experience reminiscent of freshly baked cinnamon rolls.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",659,570,531,"[""12"",""4"",""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",15
57,Mystic Mocha Madness,3,From $14 for 1-2 days,300,"Mystic Mocha Madness: Embark on a mystical journey with this mocha blend, offering a rich and indulgent flavor experience that tantalizes the taste buds.","[""18"",""9""]",966,334,254,"[""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35"",""58"",""53"",""29"",""67"",""81"",""48"",""63""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/08/HinhRetail-15.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",20
51,Mirage Maple Madness,3,From $13 for 1-3 days,300,"Mirage Maple Madness: Embark on a mystical journey with this maple-infused delight, offering a sweet and indulgent flavor experience.","[""10"",""17""]",278,885,458,"[""12"",""4"",""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/08/Tem-hat-1-culi-robusta-3kg-1-1536x1526.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
25,Whispered White Chocolate Mocha,4,From $7 for 1-3 days,250,"Whispered White Chocolate Mocha: Delve into the whispers of white chocolate as it intertwines with creamy espresso, creating a luxurious and indulgent treat.","[""23"",""13""]",336,439,981,"[""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",15
31,Celestial Caramel Cream,3,From $8 for 2-5 days,350,"Celestial Caramel Cream: Reach for the stars with this heavenly blend, where creamy caramel meets velvety milk in a celestial union.","[""10"",""17"",""2"",""51"",""25"",""57"",""48"",""16""]",449,435,455,"[""12"",""4"",""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/LEgend.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",5
40,Mirage Mocha Marshmallow,4,From $12 for 2-3 days,300,"Mirage Mocha Marshmallow: Get lost in a mirage of flavors with this mocha blend, where marshmallow swirls meet creamy espresso for a delightful escape.","[""27"",""17"",""23""]",400,656,552,"[""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
20,Serenade Espresso Tiramisu,3,From $7 for 1-2 days,400,"Embark on a journey to Italy with this serenade of espresso, layered with the decadent flavors of tiramisu, for a truly indulgent treat.","[""10"",""17"",""2"",""51"",""25"",""57"",""48"",""16"",""40""]",434,871,869,"[""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/08/900-x-900px-premium-1.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
19,Fantasy Froth Vanilla,3,From $6 for 3-6 days,400,"Fantasy Froth Vanilla: Dive into a world of imagination with this frothy concoction, where vanilla swirls meet velvety milk in every sip.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",876,353,818,"[""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/G7-2in1-Hop-15-goi-1-1320x800.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
5,Legend Special Edition 9,5,From $2 for 3-4 days,300,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.","[""19"",""44"",""47"",""27"",""17"",""23"",""33"",""14"",""54""]",100,200,300,"[""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
14,Whispered Cinnamon Swirl,3,From $7 for 2-3 days,200,"A whisper of cinnamon dances atop a creamy swirl of espresso, delivering a comforting and aromatic sensation.","[""34"",""28""]",234,299,834,"[""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/G7-2in1-Hop-15-goi-1-1320x800.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
24,Mystic Morning Maple,5,From $6 for 2-5 days,300,"Awaken your senses with the invigorating aroma of maple in this morning-inspired coffee, offering a delightful start to your day.","[""34""]",726,666,670,"[""2"",""12"",""4"",""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",0
54,Essence Espresso Euphoria,2,From $11 for 1-3 days,200,"Essence Espresso Euphoria: Discover the essence of bliss with this espresso, offering a smooth and aromatic coffee experience that delights the senses.","[""34"",""28"",""36""]",964,547,397,"[""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",0
3,"Coffee Beans - Espresso Arabica and Robusta Beans ",4,From $4 for 1-2 days,400,"Espresso blends often combine Arabica and Robusta beans to achieve a harmonious balance of flavors, acidity, body, and crema. The specific ratio of Arabica to Robusta beans varies based on the desired taste profile of the espresso and the preferences of the roaster or coffee artisan. This blend allows for a diverse range of espresso experiences, from smooth and aromatic to robust and intense, catering to a wide spectrum of coffee enthusiasts.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",200,400,400,"[""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
29,Secret Symphony Hazelnut,5,From $6 for 2-3 days,350,"Uncover the secret to pure bliss with this hazelnut-infused delight, offering a nutty richness that tantalizes the taste buds.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",316,451,436,"[""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/HinhRetail-20.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
